test_date,district,tests_combined,cases_combined,tests_nontraveller,cases_nontraveller
2021-02-05,CHAPAINABABGANJ,20,0,3,0
2021-02-05,CHATTOGRAM,1233,26,402,21
2021-02-05,Chuadanga,20,0,11,0
2021-02-05,COXS BAZAR,546,1,386,1
2021-02-05,CUMILLA,664,8,71,6
2021-02-05,Dhaka,2952,116,2071,108
2021-02-05,Dinajpur,76,4,61,4
2021-02-05,Faridpur,131,1,46,1
2021-02-05,Feni,200,0,5,0
2021-02-05,Gaibandha,28,0,9,0
2021-02-05,Gazipur,243,6,173,6
2021-02-05,Gopalganj,64,1,43,1
2021-02-05,Habiganj,154,0,5,0
2021-02-05,Jamalpur,32,0,9,0
2021-02-05,JASHORE,85,1,52,1
2021-02-05,Jhalokati,32,0,10,0
2021-02-05,Jhenaidah,37,0,12,0
2021-02-05,Joypurhat,10,0,3,0
2021-02-05,Khagrachhari,6,0,4,0
2021-02-05,Khulna,112,7,13,6
2021-02-05,KISHOREGANJ,203,5,103,5
2021-02-05,Kurigram,17,1,10,1
2021-02-05,Kushtia,144,1,117,1
2021-02-05,Lakshmipur,184,0,8,0
2021-02-05,Lalmonirhat,14,0,9,0
2021-02-05,Madaripur,86,1,8,0
2021-02-05,Magura,16,0,4,0
2021-02-05,Manikganj,87,1,8,0
2021-02-05,Meherpur,27,0,11,0
2021-02-05,Moulvibazar,201,1,8,0
2021-02-05,Munshiganj,157,0,16,0
2021-02-05,Mymensingh,159,3,63,3
2021-02-05,Naogaon,101,1,52,0
2021-02-05,Narail,16,3,5,2
2021-02-05,Narayanganj,159,3,38,3
2021-02-05,Narsingdi,181,1,69,0
2021-02-05,Natore,23,0,5,0
2021-02-05,Netrakona,43,0,18,0
2021-02-05,Nilphamari,18,0,15,0
2021-02-05,Noakhali,278,0,31,0
2021-02-05,Pabna,340,2,292,2
2021-02-05,Panchagarh,8,0,5,0
2021-02-05,Patuakhali,70,1,53,1
2021-02-05,Pirojpur,32,0,1,0
2021-02-05,Rajbari,62,0,41,0
2021-02-05,Rajshahi,42,1,12,0
2021-02-05,Rangamati,7,1,2,1
2021-02-05,Rangpur,50,2,31,2
2021-02-05,Satkhira,38,0,7,0
2021-02-05,Shariatpur,85,0,25,0
2021-02-05,Sherpur,25,0,18,0
2021-02-05,Sirajganj,87,6,72,6
2021-02-05,Sunamganj,156,0,16,0
2021-02-05,Sylhet,497,3,116,2
2021-02-05,Tangail,213,3,69,3
2021-02-05,Thakurgaon,15,0,11,0
2021-02-06,Bagerhat,41,1,3,1
2021-02-06,Bandarban,5,0,0,0
2021-02-06,Barguna,101,1,85,1
2021-02-06,BARISHAL,83,4,25,4
2021-02-06,Bhola,67,2,32,2
2021-02-06,BOGURA,88,2,31,2
2021-02-06,Brahmanbaria,412,3,35,2
2021-02-06,Chandpur,302,10,61,5
2021-02-06,CHAPAINABABGANJ,43,0,16,0
2021-02-06,CHATTOGRAM,1297,35,211,30
2021-02-06,Chuadanga,15,0,2,0
2021-02-06,COXS BAZAR,411,2,249,2
2021-02-06,CUMILLA,789,7,70,3
2021-02-06,Dhaka,2718,139,1814,136
2021-02-06,Dinajpur,81,3,74,3
2021-02-06,Faridpur,103,0,20,0
2021-02-06,Feni,289,3,35,2
2021-02-06,Gaibandha,33,0,15,0
2021-02-06,Gazipur,153,4,54,4
2021-02-06,Gopalganj,47,1,19,1
2021-02-06,Habiganj,167,0,5,0
2021-02-06,Jamalpur,65,1,39,1
2021-02-06,JASHORE,61,1,17,1
2021-02-06,Jhalokati,23,0,1,0
2021-02-06,Jhenaidah,45,1,3,0
2021-02-06,Joypurhat,15,0,3,0
2021-02-06,Khagrachhari,6,0,1,0
2021-02-06,Khulna,95,0,16,0
2021-02-06,KISHOREGANJ,196,0,63,0
2021-02-06,Kurigram,12,0,9,0
2021-02-06,Kushtia,117,0,70,0
2021-02-06,Lakshmipur,211,1,25,0
2021-02-06,Lalmonirhat,2,0,0,0
2021-02-06,Madaripur,133,0,3,0
2021-02-06,Magura,18,0,2,0
2021-02-06,Manikganj,109,1,36,1
2021-02-06,Meherpur,26,0,1,0
2021-02-06,Moulvibazar,212,0,2,0
2021-02-06,Munshiganj,149,4,13,4
2021-02-06,Mymensingh,161,2,45,2
2021-02-06,Naogaon,37,1,4,1
2021-02-06,Narail,14,0,1,0
2021-02-06,Narayanganj,255,6,119,6
2021-02-06,Narsingdi,228,2,37,2
2021-02-06,Natore,32,0,15,0
2021-02-06,Netrakona,18,0,10,0
2021-02-06,Nilphamari,13,0,12,0
2021-02-06,Noakhali,387,2,46,1
2021-02-06,Pabna,803,8,740,7
2021-02-06,Panchagarh,10,0,7,0
2021-02-06,Patuakhali,25,0,17,0
2021-02-06,Pirojpur,31,0,4,0
2021-02-06,Rajbari,48,0,3,0
2021-02-06,Rajshahi,139,9,108,9
2021-02-06,Rangamati,10,1,4,1
2021-02-06,Rangpur,17,0,9,0
2021-02-06,Satkhira,43,0,4,0
2021-02-06,Shariatpur,89,0,12,0
2021-02-06,Sherpur,21,0,17,0
2021-02-06,Sirajganj,21,1,12,1
2021-02-06,Sunamganj,119,1,2,0
2021-02-06,Sylhet,326,0,36,0
2021-02-06,Tangail,148,0,15,0
2021-02-06,Thakurgaon,26,0,14,0
2021-02-07,Bagerhat,52,0,6,0
2021-02-07,Bandarban,4,0,1,0
2021-02-07,Barguna,21,0,6,0
2021-02-07,BARISHAL,117,7,62,7
2021-02-07,Bhola,55,3,29,3
2021-02-07,BOGURA,150,7,70,5
2021-02-07,Brahmanbaria,366,0,25,0
2021-02-07,Chandpur,251,1,47,1
2021-02-07,CHAPAINABABGANJ,17,0,1,0
2021-02-07,CHATTOGRAM,1393,84,605,82
2021-02-07,Chuadanga,38,1,17,1
2021-02-07,COXS BAZAR,404,1,232,1
2021-02-07,CUMILLA,662,5,110,3
2021-02-07,Dhaka,3409,136,2716,130
2021-02-07,Dinajpur,70,1,49,1
2021-02-07,Faridpur,147,0,63,0
2021-02-07,Feni,220,0,23,0
2021-02-07,Gaibandha,21,0,10,0
2021-02-07,Gazipur,278,9,183,8
2021-02-07,Gopalganj,50,1,27,1
2021-02-07,Habiganj,131,0,8,0
2021-02-07,Jamalpur,59,0,32,0
2021-02-07,JASHORE,146,3,82,1
2021-02-07,Jhalokati,20,0,4,0
2021-02-07,Jhenaidah,83,0,12,0
2021-02-07,Joypurhat,11,0,2,0
2021-02-07,Khagrachhari,6,0,1,0
2021-02-07,Khulna,69,0,13,0
2021-02-07,KISHOREGANJ,224,3,115,1
2021-02-07,Kurigram,15,0,3,0
2021-02-07,Kushtia,104,3,57,3
2021-02-07,Lakshmipur,173,1,30,1
2021-02-07,Lalmonirhat,11,0,10,0
2021-02-07,Madaripur,146,3,46,3
2021-02-07,Magura,34,0,15,0
2021-02-07,Manikganj,92,1,35,1
2021-02-07,Meherpur,24,0,7,0
2021-02-07,Moulvibazar,217,0,4,0
2021-02-07,Munshiganj,144,0,21,0
2021-02-07,Mymensingh,135,4,56,4
2021-02-07,Naogaon,41,0,12,0
2021-02-07,Narail,20,0,3,0
2021-02-07,Narayanganj,221,4,123,4
2021-02-07,Narsingdi,234,0,85,0
2021-02-07,Natore,67,1,49,1
2021-02-07,Netrakona,19,0,2,0
2021-02-07,Nilphamari,34,0,27,0
2021-02-07,Noakhali,309,7,49,4
2021-02-07,Pabna,95,2,52,1
2021-02-07,Panchagarh,6,0,5,0
2021-02-07,Patuakhali,26,1,11,0
2021-02-07,Pirojpur,31,0,7,0
2021-02-07,Rajbari,28,0,7,0
2021-02-07,Rajshahi,113,5,79,5
2021-02-07,Rangamati,9,1,3,1
2021-02-07,Rangpur,58,2,37,2
2021-02-07,Satkhira,32,0,2,0
2021-02-07,Shariatpur,82,0,4,0
2021-02-07,Sherpur,12,0,4,0
2021-02-07,Sirajganj,61,0,35,0
2021-02-07,Sunamganj,163,0,9,0
2021-02-07,Sylhet,449,1,94,1
2021-02-07,Tangail,176,5,59,3
2021-02-07,Thakurgaon,33,1,21,0
2021-02-08,Bagerhat,63,0,3,0
2021-02-08,Bandarban,27,0,22,0
2021-02-08,Barguna,14,0,1,0
2021-02-08,BARISHAL,110,5,55,5
2021-02-08,Bhola,62,1,30,1
2021-02-08,BOGURA,101,3,53,3
2021-02-08,Brahmanbaria,340,2,15,0
2021-02-08,Chandpur,251,4,53,4
2021-02-08,CHAPAINABABGANJ,22,0,1,0
2021-02-08,CHATTOGRAM,1688,73,538,67
2021-02-08,Chuadanga,26,0,10,0
2021-02-08,COXS BAZAR,514,7,370,7
2021-02-08,CUMILLA,852,3,137,2
2021-02-08,Dhaka,3335,162,2335,150
2021-02-08,Dinajpur,78,2,50,2
2021-02-08,Faridpur,153,1,70,1
2021-02-08,Feni,245,4,36,2
2021-02-08,Gaibandha,31,0,14,0
2021-02-08,Gazipur,258,12,175,12
2021-02-08,Gopalganj,51,1,30,1
2021-02-08,Habiganj,132,0,7,0
2021-02-08,Jamalpur,32,1,7,1
2021-02-08,JASHORE,133,4,71,4
2021-02-08,Jhalokati,23,1,10,1
2021-02-08,Jhenaidah,50,2,9,2
2021-02-08,Joypurhat,11,0,0,0
2021-02-08,Khagrachhari,24,0,14,0
2021-02-08,Khulna,90,3,23,2
2021-02-08,KISHOREGANJ,178,1,91,1
2021-02-08,Kurigram,15,1,4,0
2021-02-08,Kushtia,115,2,78,1
2021-02-08,Lakshmipur,187,0,22,0
2021-02-08,Lalmonirhat,4,0,1,0
2021-02-08,Madaripur,127,1,17,0
2021-02-08,Magura,29,1,12,1
2021-02-08,Manikganj,92,1,21,1
2021-02-08,Meherpur,38,0,8,0
2021-02-08,Moulvibazar,241,0,3,0
2021-02-08,Munshiganj,145,0,19,0
2021-02-08,Mymensingh,155,1,64,1
2021-02-08,Naogaon,47,2,2,0
2021-02-08,Narail,39,1,9,1
2021-02-08,Narayanganj,253,6,130,6
2021-02-08,Narsingdi,205,4,75,4
2021-02-08,Natore,41,3,21,2
2021-02-08,Netrakona,36,3,17,3
2021-02-08,Nilphamari,30,0,17,0
2021-02-08,Noakhali,359,1,45,0
2021-02-08,Pabna,552,0,504,0
2021-02-08,Panchagarh,4,0,1,0
2021-02-08,Patuakhali,49,0,34,0
2021-02-08,Pirojpur,55,2,27,2
2021-02-08,Rajbari,51,2,25,2
2021-02-08,Rajshahi,154,5,99,5
2021-02-08,Rangamati,24,7,18,7
2021-02-08,Rangpur,54,1,29,1
2021-02-08,Satkhira,52,2,9,2
2021-02-08,Shariatpur,101,0,22,0
2021-02-08,Sherpur,26,0,18,0
2021-02-08,Sirajganj,123,6,90,6
2021-02-08,Sunamganj,129,1,4,0
2021-02-08,Sylhet,382,3,24,1
2021-02-08,Tangail,190,8,93,7
2021-02-08,Thakurgaon,8,0,3,0
2021-02-09,Bagerhat,33,0,4,0
2021-02-09,Bandarban,1,0,1,0
2021-02-09,Barguna,19,0,9,0
2021-02-09,BARISHAL,108,1,55,1
2021-02-09,Bhola,67,0,27,0
2021-02-09,BOGURA,135,4,78,3
2021-02-09,Brahmanbaria,437,2,103,0
2021-02-09,Chandpur,267,6,51,4
2021-02-09,CHAPAINABABGANJ,43,0,15,0
2021-02-09,CHATTOGRAM,1624,63,519,59
2021-02-09,Chuadanga,32,0,8,0
2021-02-09,COXS BAZAR,274,1,217,1
2021-02-09,CUMILLA,886,4,144,1
2021-02-09,Dhaka,3447,151,2395,139
2021-02-09,Dinajpur,187,4,143,4
2021-02-09,Faridpur,154,6,58,4
2021-02-09,Feni,276,2,50,1
2021-02-09,Gaibandha,36,0,10,0
2021-02-09,Gazipur,242,10,141,9
2021-02-09,Gopalganj,74,2,50,1
2021-02-09,Habiganj,211,2,17,1
2021-02-09,Jamalpur,70,1,46,1
2021-02-09,JASHORE,189,9,121,9
2021-02-09,Jhalokati,25,0,7,0
2021-02-09,Jhenaidah,68,2,24,2
2021-02-09,Joypurhat,47,0,31,0
2021-02-09,Khagrachhari,5,0,0,0
2021-02-09,Khulna,81,1,7,0
2021-02-09,KISHOREGANJ,223,1,67,0
2021-02-09,Kurigram,18,2,7,2
2021-02-09,Kushtia,95,4,53,4
2021-02-09,Lakshmipur,168,1,20,1
2021-02-09,Lalmonirhat,10,0,3,0
2021-02-09,Madaripur,164,1,85,1
2021-02-09,Magura,37,0,15,0
2021-02-09,Manikganj,113,0,40,0
2021-02-09,Meherpur,31,0,8,0
2021-02-09,Moulvibazar,247,2,25,2
2021-02-09,Munshiganj,173,2,27,2
2021-02-09,Mymensingh,142,5,59,5
2021-02-09,Naogaon,67,2,30,2
2021-02-09,Narail,31,0,9,0
2021-02-09,Narayanganj,269,5,142,3
2021-02-09,Narsingdi,225,0,71,0
2021-02-09,Natore,40,3,19,3
2021-02-09,Netrakona,39,1,18,1
2021-02-09,Nilphamari,26,0,12,0
2021-02-09,Noakhali,357,5,61,3
2021-02-09,Pabna,510,1,459,1
2021-02-09,Panchagarh,5,0,2,0
2021-02-09,Patuakhali,56,0,43,0
2021-02-09,Pirojpur,45,1,28,1
2021-02-09,Rajbari,42,1,9,0
2021-02-09,Rajshahi,134,6,94,6
2021-02-09,Rangamati,15,0,9,0
2021-02-09,Rangpur,155,5,125,5
2021-02-09,Satkhira,40,0,7,0
2021-02-09,Shariatpur,78,0,7,0
2021-02-09,Sherpur,16,0,11,0
2021-02-09,Sirajganj,71,4,51,4
2021-02-09,Sunamganj,156,3,25,3
2021-02-09,Sylhet,527,12,230,10
2021-02-09,Tangail,172,4,53,2
2021-02-09,Thakurgaon,21,0,8,0
2021-02-10,Bagerhat,54,0,3,0
2021-02-10,Bandarban,8,1,6,1
2021-02-10,Barguna,80,0,66,0
2021-02-10,BARISHAL,110,2,45,2
2021-02-10,Bhola,77,2,27,2
2021-02-10,BOGURA,132,4,79,4
2021-02-10,Brahmanbaria,411,0,15,0
2021-02-10,Chandpur,306,5,39,4
2021-02-10,CHAPAINABABGANJ,32,0,2,0
2021-02-10,CHATTOGRAM,1464,61,416,52
2021-02-10,Chuadanga,36,4,17,2
2021-02-10,COXS BAZAR,575,3,346,1
2021-02-10,CUMILLA,852,10,104,9
2021-02-10,Dhaka,3352,162,2275,144
2021-02-10,Dinajpur,102,2,58,1
2021-02-10,Faridpur,210,8,84,7
2021-02-10,Feni,301,2,45,2
2021-02-10,Gaibandha,36,0,19,0
2021-02-10,Gazipur,263,27,153,26
2021-02-10,Gopalganj,81,0,45,0
2021-02-10,Habiganj,205,3,19,2
2021-02-10,Jamalpur,87,1,49,1
2021-02-10,JASHORE,140,10,67,10
2021-02-10,Jhalokati,25,1,6,1
2021-02-10,Jhenaidah,66,0,6,0
2021-02-10,Joypurhat,17,0,5,0
2021-02-10,Khagrachhari,17,0,9,0
2021-02-10,Khulna,116,3,6,1
2021-02-10,KISHOREGANJ,246,2,95,2
2021-02-10,Kurigram,34,1,17,1
2021-02-10,Kushtia,128,2,65,1
2021-02-10,Lakshmipur,220,1,22,1
2021-02-10,Lalmonirhat,25,0,18,0
2021-02-10,Madaripur,140,1,5,1
2021-02-10,Magura,30,1,12,1
2021-02-10,Manikganj,127,0,42,0
2021-02-10,Meherpur,29,0,9,0
2021-02-10,Moulvibazar,300,0,37,0
2021-02-10,Munshiganj,180,1,18,1
2021-02-10,Mymensingh,209,5,79,3
2021-02-10,Naogaon,49,1,15,1
2021-02-10,Narail,32,0,6,0
2021-02-10,Narayanganj,305,5,128,3
2021-02-10,Narsingdi,240,3,50,2
2021-02-10,Natore,26,1,12,1
2021-02-10,Netrakona,42,1,21,1
2021-02-10,Nilphamari,28,0,13,0
2021-02-10,Noakhali,423,4,50,2
2021-02-10,Pabna,722,1,650,1
2021-02-10,Panchagarh,11,1,7,1
2021-02-10,Patuakhali,65,0,42,0
2021-02-10,Pirojpur,53,0,6,0
2021-02-10,Rajbari,47,1,21,1
2021-02-10,Rajshahi,135,6,91,6
2021-02-10,Rangamati,21,1,18,1
2021-02-10,Rangpur,125,3,90,3
2021-02-10,Satkhira,51,0,1,0
2021-02-10,Shariatpur,132,1,19,0
2021-02-10,Sherpur,24,0,9,0
2021-02-10,Sirajganj,92,2,60,2
2021-02-10,Sunamganj,162,1,30,1
2021-02-10,Sylhet,531,6,197,5
2021-02-10,Tangail,169,3,27,3
2021-02-10,Thakurgaon,14,0,8,0
2021-02-11,Bagerhat,80,1,3,0
2021-02-11,Bandarban,6,0,3,0
2021-02-11,Barguna,67,1,47,0
2021-02-11,BARISHAL,126,5,53,5
2021-02-11,Bhola,56,0,19,0
2021-02-11,BOGURA,145,6,84,6
2021-02-11,Brahmanbaria,381,3,16,1
2021-02-11,Chandpur,258,3,48,2
2021-02-11,CHAPAINABABGANJ,21,0,2,0
2021-02-11,CHATTOGRAM,1401,57,472,48
2021-02-11,Chuadanga,39,1,16,1
2021-02-11,COXS BAZAR,474,11,336,11
2021-02-11,CUMILLA,738,5,89,5
2021-02-11,Dhaka,3334,175,2271,171
2021-02-11,Dinajpur,60,1,31,0
2021-02-11,Faridpur,152,1,64,1
2021-02-11,Feni,280,3,41,2
2021-02-11,Gaibandha,32,0,14,0
2021-02-11,Gazipur,236,7,111,7
2021-02-11,Gopalganj,72,3,33,3
2021-02-11,Habiganj,183,3,23,3
2021-02-11,Jamalpur,62,0,32,0
2021-02-11,JASHORE,156,3,64,3
2021-02-11,Jhalokati,27,1,6,1
2021-02-11,Jhenaidah,50,1,6,1
2021-02-11,Joypurhat,32,1,3,1
2021-02-11,Khagrachhari,7,0,0,0
2021-02-11,Khulna,105,0,14,0
2021-02-11,KISHOREGANJ,199,2,63,2
2021-02-11,Kurigram,18,1,10,1
2021-02-11,Kushtia,78,3,52,3
2021-02-11,Lakshmipur,196,0,16,0
2021-02-11,Lalmonirhat,15,0,7,0
2021-02-11,Madaripur,126,1,18,0
2021-02-11,Magura,40,0,12,0
2021-02-11,Manikganj,100,0,29,0
2021-02-11,Meherpur,24,0,2,0
2021-02-11,Moulvibazar,230,1,23,0
2021-02-11,Munshiganj,143,1,16,1
2021-02-11,Mymensingh,145,1,65,1
2021-02-11,Naogaon,41,0,3,0
2021-02-11,Narail,32,0,4,0
2021-02-11,Narayanganj,250,14,115,14
2021-02-11,Narsingdi,196,4,55,4
2021-02-11,Natore,35,1,10,0
2021-02-11,Netrakona,30,0,12,0
2021-02-11,Nilphamari,17,0,8,0
2021-02-11,Noakhali,368,3,50,2
2021-02-11,Pabna,442,1,388,1
2021-02-11,Panchagarh,12,0,3,0
2021-02-11,Patuakhali,54,2,21,0
2021-02-11,Pirojpur,33,1,10,1
2021-02-11,Rajbari,29,0,3,0
2021-02-11,Rajshahi,143,4,96,3
2021-02-11,Rangamati,32,1,24,1
2021-02-11,Rangpur,166,5,123,3
2021-02-11,Satkhira,68,0,1,0
2021-02-11,Shariatpur,105,0,7,0
2021-02-11,Sherpur,18,0,10,0
2021-02-11,Sirajganj,105,3,80,3
2021-02-11,Sunamganj,214,7,109,7
2021-02-11,Sylhet,346,3,88,3
2021-02-11,Tangail,222,0,88,0
2021-02-11,Thakurgaon,18,1,8,1
2021-02-12,Bagerhat,42,0,1,0
2021-02-12,Bandarban,4,0,0,0
2021-02-12,Barguna,55,0,33,0
2021-02-12,BARISHAL,99,6,29,4
2021-02-12,Bhola,61,1,3,0
2021-02-12,BOGURA,123,5,66,5
2021-02-12,Brahmanbaria,374,6,9,0
2021-02-12,Chandpur,204,2,11,0
2021-02-12,CHAPAINABABGANJ,23,0,0,0
2021-02-12,CHATTOGRAM,1248,52,466,48
2021-02-12,Chuadanga,31,1,13,1
2021-02-12,COXS BAZAR,404,2,277,2
2021-02-12,CUMILLA,851,8,92,1
2021-02-12,Dhaka,2593,106,1723,100
2021-02-12,Dinajpur,25,0,11,0
2021-02-12,Faridpur,147,3,51,2
2021-02-12,Feni,221,1,4,0
2021-02-12,Gaibandha,29,0,12,0
2021-02-12,Gazipur,321,9,197,8
2021-02-12,Gopalganj,48,1,11,1
2021-02-12,Habiganj,221,1,28,1
2021-02-12,Jamalpur,41,0,8,0
2021-02-12,JASHORE,157,12,77,12
2021-02-12,Jhalokati,21,0,2,0
2021-02-12,Jhenaidah,53,0,11,0
2021-02-12,Joypurhat,44,2,28,2
2021-02-12,Khagrachhari,6,0,1,0
2021-02-12,Khulna,68,0,13,0
2021-02-12,KISHOREGANJ,241,1,89,1
2021-02-12,Kurigram,33,0,12,0
2021-02-12,Kushtia,155,2,119,1
2021-02-12,Lakshmipur,158,0,4,0
2021-02-12,Lalmonirhat,7,0,4,0
2021-02-12,Madaripur,123,4,11,0
2021-02-12,Magura,25,0,7,0
2021-02-12,Manikganj,89,2,6,1
2021-02-12,Meherpur,34,0,9,0
2021-02-12,Moulvibazar,266,5,36,2
2021-02-12,Munshiganj,189,1,22,1
2021-02-12,Mymensingh,161,3,50,1
2021-02-12,Naogaon,52,3,14,2
2021-02-12,Narail,35,0,3,0
2021-02-12,Narayanganj,184,4,46,3
2021-02-12,Narsingdi,211,0,56,0
2021-02-12,Natore,33,0,11,0
2021-02-12,Netrakona,38,0,10,0
2021-02-12,Nilphamari,14,1,7,0
2021-02-12,Noakhali,280,2,12,0
2021-02-12,Pabna,650,3,607,2
2021-02-12,Panchagarh,5,0,2,0
2021-02-12,Patuakhali,58,1,31,1
2021-02-12,Pirojpur,24,1,1,0
2021-02-12,Rajbari,72,2,35,1
2021-02-12,Rajshahi,153,3,90,3
2021-02-12,Rangamati,5,0,1,0
2021-02-12,Rangpur,59,5,49,5
2021-02-12,Satkhira,31,0,2,0
2021-02-12,Shariatpur,113,2,30,1
2021-02-12,Sherpur,19,1,10,1
2021-02-12,Sirajganj,31,0,12,0
2021-02-12,Sunamganj,147,1,12,1
2021-02-12,Sylhet,610,6,256,5
2021-02-12,Tangail,162,3,15,2
2021-02-12,Thakurgaon,6,0,1,0
2021-02-13,Bagerhat,45,1,3,1
2021-02-13,Bandarban,1,0,0,0
2021-02-13,Barguna,45,0,29,0
2021-02-13,BARISHAL,69,0,11,0
2021-02-13,Bhola,64,5,23,5
2021-02-13,BOGURA,61,2,14,2
2021-02-13,Brahmanbaria,404,7,92,5
2021-02-13,Chandpur,296,6,43,3
2021-02-13,CHAPAINABABGANJ,24,0,0,0
2021-02-13,CHATTOGRAM,1423,67,280,60
2021-02-13,Chuadanga,20,0,0,0
2021-02-13,COXS BAZAR,227,3,144,3
2021-02-13,CUMILLA,792,11,68,4
2021-02-13,Dhaka,2413,90,1532,84
2021-02-13,Dinajpur,84,1,58,1
2021-02-13,Faridpur,115,1,19,1
2021-02-13,Feni,258,1,15,0
2021-02-13,Gaibandha,11,1,6,1
2021-02-13,Gazipur,155,6,62,3
2021-02-13,Gopalganj,48,1,23,1
2021-02-13,Habiganj,203,1,5,0
2021-02-13,Jamalpur,50,1,21,1
2021-02-13,JASHORE,88,0,21,0
2021-02-13,Jhalokati,28,0,1,0
2021-02-13,Jhenaidah,63,0,6,0
2021-02-13,Joypurhat,10,0,0,0
2021-02-13,Khagrachhari,10,1,1,0
2021-02-13,Khulna,85,0,9,0
2021-02-13,KISHOREGANJ,162,0,31,0
2021-02-13,Kurigram,14,3,9,3
2021-02-13,Kushtia,207,2,152,2
2021-02-13,Lakshmipur,198,3,17,1
2021-02-13,Lalmonirhat,1,0,0,0
2021-02-13,Madaripur,130,3,48,2
2021-02-13,Magura,21,0,1,0
2021-02-13,Manikganj,107,2,33,1
2021-02-13,Meherpur,26,1,2,0
2021-02-13,Moulvibazar,239,2,2,0
2021-02-13,Munshiganj,156,0,11,0
2021-02-13,Mymensingh,88,2,22,2
2021-02-13,Naogaon,45,4,3,2
2021-02-13,Narail,41,0,9,0
2021-02-13,Narayanganj,260,13,148,11
2021-02-13,Narsingdi,167,2,23,2
2021-02-13,Natore,55,0,29,0
2021-02-13,Netrakona,26,0,6,0
2021-02-13,Nilphamari,26,1,21,1
2021-02-13,Noakhali,353,3,48,1
2021-02-13,Pabna,1051,3,1014,3
2021-02-13,Panchagarh,7,2,6,2
2021-02-13,Patuakhali,35,0,19,0
2021-02-13,Pirojpur,21,0,3,0
2021-02-13,Rajbari,45,1,2,0
2021-02-13,Rajshahi,157,4,128,4
2021-02-13,Rangamati,23,2,15,2
2021-02-13,Rangpur,13,0,5,0
2021-02-13,Satkhira,35,0,5,0
2021-02-13,Shariatpur,113,0,9,0
2021-02-13,Sherpur,18,0,6,0
2021-02-13,Sirajganj,56,4,39,4
2021-02-13,Sunamganj,145,0,2,0
2021-02-13,Sylhet,308,5,13,2
2021-02-13,Tangail,173,1,60,1
2021-02-13,Thakurgaon,15,1,9,1
2021-02-14,Bagerhat,84,0,0,0
2021-02-14,Bandarban,8,1,5,1
2021-02-14,Barguna,41,0,30,0
2021-02-14,BARISHAL,110,4,46,4
2021-02-14,Bhola,106,0,76,0
2021-02-14,BOGURA,135,6,68,5
2021-02-14,Brahmanbaria,401,6,31,3
2021-02-14,Chandpur,293,5,43,2
2021-02-14,CHAPAINABABGANJ,24,0,4,0
2021-02-14,CHATTOGRAM,1412,65,594,62
2021-02-14,Chuadanga,50,0,29,0
2021-02-14,COXS BAZAR,394,8,216,7
2021-02-14,CUMILLA,865,8,138,5
2021-02-14,Dhaka,3279,162,2353,154
2021-02-14,Dinajpur,169,5,152,5
2021-02-14,Faridpur,174,3,55,2
2021-02-14,Feni,274,3,27,1
2021-02-14,Gaibandha,15,0,7,0
2021-02-14,Gazipur,244,12,140,12
2021-02-14,Gopalganj,61,2,42,2
2021-02-14,Habiganj,176,0,5,0
2021-02-14,Jamalpur,63,0,31,0
2021-02-14,JASHORE,172,19,105,19
2021-02-14,Jhalokati,26,1,9,0
2021-02-14,Jhenaidah,56,1,13,1
2021-02-14,Joypurhat,9,1,3,1
2021-02-14,Khagrachhari,7,0,2,0
2021-02-14,Khulna,152,1,10,0
2021-02-14,KISHOREGANJ,196,3,84,3
2021-02-14,Kurigram,16,0,9,0
2021-02-14,Kushtia,119,1,64,1
2021-02-14,Lakshmipur,229,0,28,0
2021-02-14,Lalmonirhat,5,0,3,0
2021-02-14,Madaripur,122,3,36,3
2021-02-14,Magura,34,0,10,0
2021-02-14,Manikganj,123,3,46,2
2021-02-14,Meherpur,34,1,8,0
2021-02-14,Moulvibazar,210,3,2,0
2021-02-14,Munshiganj,170,3,23,0
2021-02-14,Mymensingh,157,16,67,16
2021-02-14,Naogaon,72,3,37,3
2021-02-14,Narail,36,0,11,0
2021-02-14,Narayanganj,221,10,92,5
2021-02-14,Narsingdi,237,3,62,1
2021-02-14,Natore,47,3,21,3
2021-02-14,Netrakona,22,2,11,1
2021-02-14,Nilphamari,26,0,11,0
2021-02-14,Noakhali,350,2,47,1
2021-02-14,Pabna,78,1,30,1
2021-02-14,Panchagarh,13,0,7,0
2021-02-14,Patuakhali,20,0,3,0
2021-02-14,Pirojpur,35,0,7,0
2021-02-14,Rajbari,39,0,11,0
2021-02-14,Rajshahi,113,4,75,4
2021-02-14,Rangamati,3,0,0,0
2021-02-14,Rangpur,62,2,42,1
2021-02-14,Satkhira,53,1,2,1
2021-02-14,Shariatpur,117,0,15,0
2021-02-14,Sherpur,12,0,3,0
2021-02-14,Sirajganj,94,1,65,1
2021-02-14,Sunamganj,126,2,30,1
2021-02-14,Sylhet,273,0,7,0
2021-02-14,Tangail,231,3,68,3
2021-02-14,Thakurgaon,23,0,10,0
2021-02-15,Bagerhat,49,0,3,0
2021-02-15,Bandarban,21,0,17,0
2021-02-15,Barguna,35,1,7,1
2021-02-15,BARISHAL,79,1,35,1
2021-02-15,Bhola,37,1,22,1
2021-02-15,BOGURA,140,4,62,4
2021-02-15,Brahmanbaria,402,3,78,2
2021-02-15,Chandpur,205,5,41,5
2021-02-15,CHAPAINABABGANJ,31,1,2,0
2021-02-15,CHATTOGRAM,1727,57,518,53
